YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,22,7,B6,1515,N228JB,SYR,JFK,1351,1707,196,8,1715,78,63,50,209,1805,5,1509,1810,181,0,0,,0,0,26,155,0
2015,2,22,7,EV,5188,N723EV,ROC,LGA,1424,1419,-5,9,1428,86,88,55,254,1523,24,1550,1547,-3,0,0,,,,,,
2015,2,22,7,B6,286,N339JB,JFK,ROC,1429,1557,88,24,1621,84,86,55,264,1716,7,1553,1723,90,0,0,,2,0,0,76,12
2015,2,22,7,B6,2601,N351JB,BUF,JFK,1510,2051,341,13,2104,88,89,69,301,2213,7,1638,2220,342,0,0,,1,0,16,325,0
2015,2,22,7,B6,2302,N228JB,JFK,BUF,1630,1854,144,21,1915,89,86,62,301,2017,3,1759,2020,141,0,0,,0,0,14,127,0
2015,2,22,7,B6,585,N339JB,ROC,JFK,1635,1757,82,12,1809,85,84,66,264,1915,6,1800,1921,81,0,0,,0,0,4,77,0
2015,2,22,7,EV,5459,N723EV,LGA,BUF,1647,1712,25,25,1737,97,86,57,292,1834,4,1824,1838,14,0,0,,,,,,
2015,2,22,7,B6,2202,N339JB,JFK,BUF,1840,1955,75,29,2024,89,97,63,301,2127,5,2009,2132,83,0,0,,8,0,4,71,0
2015,2,22,7,B6,2701,N228JB,BUF,JFK,1840,2112,152,21,2133,92,87,56,301,2229,10,2012,2239,147,0,0,,0,0,21,126,0
2015,2,22,7,EV,5104,N723EV,BUF,LGA,1859,1913,14,51,2004,91,130,56,292,2100,23,2030,2123,53,0,0,,39,0,14,0,0
2015,2,22,7,B6,1001,N339JB,BUF,JFK,2045,2156,71,15,2211,84,84,58,301,2309,11,2209,2320,71,0,0,,0,0,0,71,0
2015,2,22,7,B6,702,N192JB,JFK,BUF,2136,2236,60,23,2259,86,95,68,301,7,4,2302,11,69,0,0,,9,0,5,55,0
2015,2,22,7,B6,486,N284JB,JFK,ROC,2229,2323,54,10,2333,78,69,56,264,29,3,2347,32,45,0,0,,0,0,13,32,0
2015,2,22,7,B6,1816,N283JB,JFK,SYR,2229,2227,-2,35,2302,69,83,45,209,2347,3,2338,2350,12,0,0,,,,,,
2015,2,22,7,B6,2002,N198JB,JFK,BUF,2259,2301,2,11,2312,83,79,65,301,17,3,22,20,-2,0,0,,,,,,
2015,2,23,1,B6,2001,N348JB,BUF,JFK,535,529,-6,19,548,88,77,55,301,643,3,703,646,-17,0,0,,,,,,
2015,2,23,1,B6,115,N283JB,SYR,JFK,550,543,-7,35,618,83,84,45,209,703,4,713,707,-6,0,0,,,,,,
2015,2,23,1,B6,185,N284JB,ROC,JFK,600,556,-4,22,618,85,82,53,264,711,7,725,718,-7,0,0,,,,,,
2015,2,23,1,B6,2702,N613JB,JFK,BUF,650,727,37,27,754,88,92,63,301,857,2,818,859,41,0,0,,4,0,0,37,0
2015,2,23,1,B6,2101,N198JB,BUF,JFK,702,705,3,19,724,92,78,56,301,820,3,834,823,-11,0,0,,,,,,
2015,2,23,1,B6,2301,N613JB,BUF,JFK,907,938,31,12,950,82,70,52,301,1042,6,1029,1048,19,0,0,,0,0,0,19,0
2015,2,23,1,B6,586,N565JB,JFK,ROC,930,1005,35,21,1026,84,86,58,264,1124,7,1054,1131,37,0,0,,2,0,35,0,0
2015,2,23,1,B6,116,N198JB,JFK,SYR,936,933,-3,33,1006,72,91,53,209,1059,5,1048,1104,16,0,0,,16,0,0,0,0
2015,2,23,1,B6,2602,N249JB,JFK,BUF,1035,1035,0,15,1050,82,84,66,301,1156,3,1157,1159,2,0,0,,,,,,
2015,2,23,1,B6,315,N198JB,SYR,JFK,1124,1134,10,27,1201,69,77,46,209,1247,4,1233,1251,18,0,0,,8,0,0,10,0
2015,2,23,1,B6,285,N565JB,ROC,JFK,1135,1206,31,40,1246,76,106,59,264,1345,7,1251,1352,61,0,0,,30,0,0,31,0
2015,2,23,1,B6,316,N348JB,JFK,SYR,1206,1202,-4,16,1218,69,73,53,209,1311,4,1315,1315,0,0,0,,,,,,
2015,2,23,1,B6,2401,N273JB,BUF,JFK,1235,1234,-1,12,1246,85,81,64,301,1350,5,1400,1355,-5,0,0,,,,,,
2015,2,23,1,EV,5317,N709EV,LGA,SYR,1245,1405,80,39,1444,71,88,45,198,1529,4,1356,1533,97,0,0,,17,0,67,13,0
2015,2,23,1,B6,2402,N198JB,JFK,BUF,1309,1332,23,20,1352,85,88,65,301,1457,3,1434,1500,26,0,0,,3,0,11,12,0
2015,2,23,1,B6,1515,N348JB,SYR,JFK,1351,1347,-4,29,1416,78,94,59,209,1515,6,1509,1521,12,0,0,,,,,,
2015,2,23,1,B6,286,N337JB,JFK,ROC,1429,1451,22,25,1516,84,89,59,264,1615,5,1553,1620,27,0,0,,5,0,22,0,0
2015,2,23,1,EV,5133,N709EV,SYR,LGA,1431,1602,91,18,1620,75,75,47,198,1707,10,1546,1717,91,0,0,,0,0,0,91,0
2015,2,23,1,B6,2601,N198JB,BUF,JFK,1510,1525,15,11,1536,88,76,61,301,1637,4,1638,1641,3,0,0,,,,,,
2015,2,23,1,B6,2302,N348JB,JFK,BUF,1630,1625,-5,30,1655,89,99,65,301,1800,4,1759,1804,5,0,0,,,,,,
2015,2,23,1,B6,585,N337JB,ROC,JFK,1635,1658,23,8,1706,85,74,61,264,1807,5,1800,1812,12,0,0,,,,,,
2015,2,23,1,EV,5459,N709EV,LGA,BUF,1647,1754,67,56,1850,97,119,57,292,1947,6,1824,1953,89,0,0,,22,0,0,67,0
2015,2,23,1,B6,2202,N337JB,JFK,BUF,1840,1846,6,17,1903,89,79,59,301,2002,3,2009,2005,-4,0,0,,,,,,
2015,2,23,1,B6,2701,N348JB,BUF,JFK,1840,1830,-10,40,1910,92,111,65,301,2015,6,2012,2021,9,0,0,,,,,,
2015,2,23,1,EV,5104,N709EV,BUF,LGA,1859,2010,71,16,2026,91,80,59,292,2125,5,2030,2130,60,0,0,,0,0,0,60,0
2015,2,23,1,B6,1001,N337JB,BUF,JFK,2045,2041,-4,17,2058,84,78,53,301,2151,8,2209,2159,-10,0,0,,,,,,
2015,2,23,1,B6,702,N178JB,JFK,BUF,2136,2148,12,12,2200,86,76,60,301,2300,4,2302,2304,2,0,0,,,,,,
2015,2,23,1,B6,486,N267JB,JFK,ROC,2229,2239,10,16,2255,78,80,57,264,2352,7,2347,2359,12,0,0,,,,,,
2015,2,23,1,B6,1816,N328JB,JFK,SYR,2229,2239,10,18,2257,69,67,45,209,2342,4,2338,2346,8,0,0,,,,,,
2015,2,23,1,B6,2002,N283JB,JFK,BUF,2259,2303,4,21,2324,83,82,58,301,22,3,22,25,3,0,0,,,,,,
2015,2,24,2,B6,2001,N281JB,BUF,JFK,535,524,-11,19,543,88,82,57,301,640,6,703,646,-17,0,0,,,,,,
2015,2,24,2,B6,115,N328JB,SYR,JFK,550,544,-6,10,554,83,67,41,209,635,16,713,651,-22,0,0,,,,,,
2015,2,24,2,B6,185,N267JB,ROC,JFK,600,545,-15,11,556,85,79,51,264,647,17,725,704,-21,0,0,,,,,,
2015,2,24,2,B6,2702,N775JB,JFK,BUF,650,645,-5,15,700,88,73,54,301,754,4,818,758,-20,0,0,,,,,,
2015,2,24,2,B6,2101,N178JB,BUF,JFK,702,652,-10,13,705,92,78,57,301,802,8,834,810,-24,0,0,,,,,,
2015,2,24,2,B6,2301,N775JB,BUF,JFK,907,857,-10,11,908,82,70,52,301,1000,7,1029,1007,-22,0,0,,,,,,
2015,2,24,2,B6,586,N705JB,JFK,ROC,930,937,7,12,949,84,68,50,264,1039,6,1054,1045,-9,0,0,,,,,,
2015,2,24,2,B6,116,N178JB,JFK,SYR,936,926,-10,19,945,72,66,43,209,1028,4,1048,1032,-16,0,0,,,,,,
2015,2,24,2,B6,2602,N306JB,JFK,BUF,1035,1126,51,19,1145,82,79,57,301,1242,3,1157,1245,48,0,0,,0,0,0,30,18
2015,2,24,2,B6,315,N178JB,SYR,JFK,1124,1114,-10,8,1122,69,59,44,209,1206,7,1233,1213,-20,0,0,,,,,,
2015,2,24,2,B6,285,N705JB,ROC,JFK,1135,1125,-10,7,1132,76,60,50,264,1222,3,1251,1225,-26,0,0,,,,,,
2015,2,24,2,B6,316,N281JB,JFK,SYR,1206,1220,14,21,1241,69,68,43,209,1324,4,1315,1328,13,0,0,,,,,,
2015,2,24,2,B6,2401,N306JB,BUF,JFK,1235,1309,34,9,1318,85,67,54,301,1412,4,1400,1416,16,0,0,,0,0,0,16,0
2015,2,24,2,EV,5317,N371CA,LGA,SYR,1245,1242,-3,27,1309,71,77,44,198,1353,6,1356,1359,3,0,0,,,,,,
2015,2,24,2,B6,2402,N178JB,JFK,BUF,1309,1306,-3,17,1323,85,80,60,301,1423,3,1434,1426,-8,0,0,,,,,,
2015,2,24,2,B6,1515,N281JB,SYR,JFK,1351,1357,6,13,1410,78,71,51,209,1501,7,1509,1508,-1,0,0,,,,,,
2015,2,24,2,EV,5133,N371CA,SYR,LGA,1431,1426,-5,18,1444,75,68,40,198,1524,10,1546,1534,-12,0,0,,,,,,
2015,2,24,2,B6,286,N306JB,JFK,ROC,1436,1449,13,18,1507,84,81,54,264,1601,9,1600,1610,10,0,0,,,,,,
2015,2,24,2,B6,2601,N178JB,BUF,JFK,1510,1458,-12,11,1509,88,69,55,301,1604,3,1638,1607,-31,0,0,,,,,,
2015,2,24,2,B6,2302,N281JB,JFK,BUF,1630,1625,-5,25,1650,89,85,57,301,1747,3,1759,1750,-9,0,0,,,,,,
2015,2,24,2,B6,585,N306JB,ROC,JFK,1636,1643,7,9,1652,85,66,53,264,1745,4,1801,1749,-12,0,0,,,,,,
2015,2,24,2,EV,5459,N371CA,LGA,BUF,1647,1654,7,29,1723,97,88,54,292,1817,5,1824,1822,-2,0,0,,,,,,
2015,2,24,2,B6,2202,N306JB,JFK,BUF,1840,1831,-9,19,1850,89,83,60,301,1950,4,2009,1954,-15,0,0,,,,,,
2015,2,24,2,B6,2701,N281JB,BUF,JFK,1840,1825,-15,11,1836,92,70,56,301,1932,3,2012,1935,-37,0,0,,,,,,
2015,2,24,2,EV,5104,N371CA,BUF,LGA,1859,1858,-1,10,1908,91,80,57,292,2005,13,2030,2018,-12,0,0,,,,,,
2015,2,24,2,B6,1001,N306JB,BUF,JFK,2045,2040,-5,9,2049,84,80,64,301,2153,7,2209,2200,-9,0,0,,,,,,
2015,2,24,2,B6,702,N281JB,JFK,BUF,2136,2125,-11,19,2144,86,86,62,301,2246,5,2302,2251,-11,0,0,,,,,,
2015,2,24,2,B6,486,N273JB,JFK,ROC,2229,2229,0,19,2248,78,79,54,264,2342,6,2347,2348,1,0,0,,,,,,
2015,2,24,2,B6,1816,N337JB,JFK,SYR,2229,2344,75,13,2357,69,56,40,209,37,3,2338,40,62,0,0,,0,0,62,0,0
2015,2,24,2,B6,2002,N183JB,JFK,BUF,2300,2301,1,13,2314,83,76,60,301,14,3,23,17,-6,0,0,,,,,,
2015,2,25,3,B6,2001,N281JB,BUF,JFK,535,556,21,34,630,88,100,58,301,728,8,703,736,33,0,0,,12,0,21,0,0
2015,2,25,3,B6,115,N337JB,SYR,JFK,550,540,-10,14,554,83,62,41,209,635,7,713,642,-31,0,0,,,,,,
2015,2,25,3,B6,185,N273JB,ROC,JFK,600,554,-6,21,615,85,81,54,264,709,6,725,715,-10,0,0,,,,,,
2015,2,25,3,B6,2702,N524JB,JFK,BUF,650,642,-8,10,652,88,73,60,301,752,3,818,755,-23,0,0,,,,,,
2015,2,25,3,B6,2101,N373JB,BUF,JFK,702,656,-6,21,717,92,83,57,301,814,5,834,819,-15,0,0,,,,,,
2015,2,25,3,B6,2301,N524JB,BUF,JFK,907,857,-10,12,909,82,73,54,301,1003,7,1029,1010,-19,0,0,,,,,,
2015,2,25,3,B6,586,N585JB,JFK,ROC,930,930,0,23,953,84,82,54,264,1047,5,1054,1052,-2,0,0,,,,,,
2015,2,25,3,B6,116,N373JB,JFK,SYR,936,927,-9,18,945,72,72,51,209,1036,3,1048,1039,-9,0,0,,,,,,
2015,2,25,3,B6,2602,N316JB,JFK,BUF,1035,1202,87,22,1224,82,85,62,301,1326,1,1157,1327,90,0,0,,3,0,1,86,0
2015,2,25,3,B6,315,N373JB,SYR,JFK,1124,1114,-10,8,1122,69,55,44,209,1206,3,1233,1209,-24,0,0,,,,,,
2015,2,25,3,B6,285,N585JB,ROC,JFK,1135,1127,-8,17,1144,76,67,46,264,1230,4,1251,1234,-17,0,0,,,,,,
2015,2,25,3,B6,316,N281JB,JFK,SYR,1206,1209,3,23,1232,69,76,50,209,1322,3,1315,1325,10,0,0,,,,,,
2015,2,25,3,B6,2401,N316JB,BUF,JFK,1235,1353,78,21,1414,85,83,58,301,1512,4,1400,1516,76,0,0,,0,0,0,76,0
2015,2,25,3,EV,5317,N755EV,LGA,SYR,1245,1238,-7,10,1248,71,58,45,198,1333,3,1356,1336,-20,0,0,,,,,,
2015,2,25,3,B6,2402,N373JB,JFK,BUF,1309,1259,-10,9,1308,85,73,61,301,1409,3,1434,1412,-22,0,0,,,,,,
2015,2,25,3,B6,1515,N281JB,SYR,JFK,1351,1804,253,27,1831,78,86,51,209,1922,8,1509,1930,261,0,0,,8,0,249,4,0
2015,2,25,3,EV,5133,N755EV,SYR,LGA,1431,1426,-5,8,1434,75,51,36,198,1510,7,1546,1517,-29,0,0,,,,,,
2015,2,25,3,B6,286,N318JB,JFK,ROC,1436,1431,-5,19,1450,84,82,55,264,1545,8,1600,1553,-7,0,0,,,,,,
2015,2,25,3,B6,2601,N373JB,BUF,JFK,1510,1502,-8,7,1509,88,66,54,301,1603,5,1638,1608,-30,0,0,,,,,,
2015,2,25,3,B6,2302,N306JB,JFK,BUF,1630,1628,-2,21,1649,89,87,61,301,1750,5,1759,1755,-4,0,0,,,,,,
2015,2,25,3,B6,585,N318JB,ROC,JFK,1636,1633,-3,14,1647,85,68,48,264,1735,6,1801,1741,-20,0,0,,,,,,
2015,2,25,3,EV,5459,N707EV,LGA,BUF,1647,1647,0,11,1658,97,69,54,292,1752,4,1824,1756,-28,0,0,,,,,,
2015,2,25,3,B6,2202,N318JB,JFK,BUF,1840,1831,-9,11,1842,89,74,60,301,1942,3,2009,1945,-24,0,0,,,,,,
2015,2,25,3,B6,2701,N306JB,BUF,JFK,1840,1839,-1,13,1852,92,82,61,301,1953,8,2012,2001,-11,0,0,,,,,,
2015,2,25,3,EV,5104,N707EV,BUF,LGA,1859,1853,-6,15,1908,91,100,48,292,1956,37,2030,2033,3,0,0,,,,,,
2015,2,25,3,B6,1001,N318JB,BUF,JFK,2045,2041,-4,13,2054,84,78,57,301,2151,8,2209,2159,-10,0,0,,,,,,
2015,2,25,3,B6,702,N197JB,JFK,BUF,2136,2126,-10,26,2152,86,90,56,301,2248,8,2302,2256,-6,0,0,,,,,,
2015,2,25,3,B6,1816,N374JB,JFK,SYR,2229,3,94,8,11,69,48,38,209,49,2,2338,51,73,0,0,,0,0,6,67,0
2015,2,25,3,B6,2002,N556JB,JFK,BUF,2255,2256,1,17,2313,83,76,56,301,9,3,18,12,-6,0,0,,,,,,
2015,2,25,3,B6,486,N316JB,JFK,ROC,2257,2326,29,14,2340,78,73,53,264,33,6,15,39,24,0,0,,0,0,4,20,0
2015,2,26,4,B6,2001,N556JB,BUF,JFK,535,528,-7,31,559,88,104,65,301,704,8,703,712,9,0,0,,,,,,
2015,2,26,4,B6,115,N374JB,SYR,JFK,550,546,-4,9,555,83,60,48,209,643,3,713,646,-27,0,0,,,,,,
2015,2,26,4,B6,185,N316JB,ROC,JFK,600,552,-8,21,613,85,101,67,264,720,13,725,733,8,0,0,,,,,,
2015,2,26,4,B6,2702,N709JB,JFK,BUF,650,643,-7,41,724,88,106,60,301,824,5,818,829,11,0,0,,,,,,
2015,2,26,4,B6,2101,N247JB,BUF,JFK,702,658,-4,20,718,92,92,60,301,818,12,834,830,-4,0,0,,,,,,
2015,2,26,4,B6,2301,N709JB,BUF,JFK,907,902,-5,12,914,82,69,52,301,1006,5,1029,1011,-18,0,0,,,,,,
2015,2,26,4,B6,586,N579JB,JFK,ROC,930,925,-5,46,1011,84,98,49,264,1100,3,1054,1103,9,0,0,,,,,,
2015,2,26,4,B6,116,N329JB,JFK,SYR,936,936,0,49,1025,72,96,45,209,1110,2,1048,1112,24,0,0,,24,0,0,0,0
2015,2,26,4,B6,2602,N229JB,JFK,BUF,1035,1055,20,15,1110,82,73,54,301,1204,4,1157,1208,11,0,0,,,,,,
2015,2,26,4,B6,315,N329JB,SYR,JFK,1124,1143,19,7,1150,69,62,49,209,1239,6,1233,1245,12,0,0,,,,,,
2015,2,26,4,B6,285,N579JB,ROC,JFK,1135,1138,3,14,1152,76,72,53,264,1245,5,1251,1250,-1,0,0,,,,,,
2015,2,26,4,B6,316,N306JB,JFK,SYR,1206,1200,-6,17,1217,69,63,44,209,1301,2,1315,1303,-12,0,0,,,,,,
2015,2,26,4,B6,2401,N229JB,BUF,JFK,1235,1244,9,10,1254,85,90,75,301,1409,5,1400,1414,14,0,0,,,,,,
2015,2,26,4,B6,2402,N329JB,JFK,BUF,1309,1324,15,14,1338,85,78,60,301,1438,4,1434,1442,8,0,0,,,,,,
2015,2,26,4,B6,1515,N306JB,SYR,JFK,1351,1339,-12,19,1358,78,102,68,209,1506,15,1509,1521,12,0,0,,,,,,
2015,2,26,4,B6,286,N304JB,JFK,ROC,1429,1436,7,19,1455,84,75,53,264,1548,3,1553,1551,-2,0,0,,,,,,
2015,2,26,4,B6,2601,N329JB,BUF,JFK,1510,1520,10,22,1542,88,95,68,301,1650,5,1638,1655,17,0,0,,7,0,8,2,0
2015,2,26,4,B6,2302,N247JB,JFK,BUF,1630,1629,-1,20,1649,89,81,58,301,1747,3,1759,1750,-9,0,0,,,,,,
2015,2,26,4,B6,585,N304JB,ROC,JFK,1635,1628,-7,16,1644,85,90,66,264,1750,8,1800,1758,-2,0,0,,,,,,
2015,2,26,4,EV,5459,N720EV,LGA,BUF,1647,1645,-2,24,1709,97,90,61,292,1810,5,1824,1815,-9,0,0,,,,,,
2015,2,26,4,B6,2202,N304JB,JFK,BUF,1840,1845,5,22,1907,89,88,63,301,2010,3,2009,2013,4,0,0,,,,,,
2015,2,26,4,B6,2701,N247JB,BUF,JFK,1840,1830,-10,11,1841,92,85,67,301,1948,7,2012,1955,-17,0,0,,,,,,
2015,2,26,4,EV,5104,N720EV,BUF,LGA,1859,1948,49,33,2021,91,100,58,292,2119,9,2030,2128,58,0,0,,9,0,49,0,0
2015,2,26,4,B6,1001,N304JB,BUF,JFK,2045,2043,-2,14,2057,84,79,60,301,2157,5,2209,2202,-7,0,0,,,,,,
2015,2,26,4,B6,702,N329JB,JFK,BUF,2136,2127,-9,25,2152,86,94,60,301,2252,9,2302,2301,-1,0,0,,,,,,
2015,2,26,4,B6,486,N316JB,JFK,ROC,2229,2238,9,32,2310,78,90,51,264,1,7,2347,8,21,0,0,,12,0,6,3,0
2015,2,26,4,B6,1816,N353JB,JFK,SYR,2229,2259,30,26,2325,69,71,41,209,6,4,2338,10,32,0,0,,2,0,19,11,0
2015,2,26,4,B6,2002,N306JB,JFK,BUF,2259,2308,9,20,2328,83,84,60,301,28,4,22,32,10,0,0,,,,,,
2015,2,27,5,B6,2001,N329JB,BUF,JFK,535,534,-1,26,600,88,103,68,301,708,9,703,717,14,0,0,,,,,,
2015,2,27,5,B6,115,N353JB,SYR,JFK,550,543,-7,31,614,83,90,55,209,709,4,713,713,0,0,0,,,,,,
2015,2,27,5,B6,185,N316JB,ROC,JFK,600,555,-5,18,613,85,88,60,264,713,10,725,723,-2,0,0,,,,,,
2015,2,27,5,B6,2702,N763JB,JFK,BUF,650,644,-6,21,705,88,81,58,301,803,2,818,805,-13,0,0,,,,,,
2015,2,27,5,B6,2101,N306JB,BUF,JFK,702,700,-2,48,748,92,113,59,301,847,6,834,853,19,0,0,,19,0,0,0,0
2015,2,27,5,B6,2301,N763JB,BUF,JFK,907,907,0,16,923,82,75,50,301,1013,9,1029,1022,-7,0,0,,,,,,
2015,2,27,5,B6,586,N661JB,JFK,ROC,930,928,-2,29,957,84,93,54,264,1051,10,1054,1101,7,0,0,,,,,,
2015,2,27,5,B6,116,N306JB,JFK,SYR,936,935,-1,27,1002,72,77,48,209,1050,2,1048,1052,4,0,0,,,,,,
2015,2,27,5,B6,2602,N353JB,JFK,BUF,1035,1137,62,16,1153,82,82,62,301,1255,4,1157,1259,62,0,0,,0,0,62,0,0
2015,2,27,5,B6,315,N306JB,SYR,JFK,1124,1124,0,12,1136,69,65,49,209,1225,4,1233,1229,-4,0,0,,,,,,
2015,2,27,5,B6,285,N661JB,ROC,JFK,1135,1140,5,13,1153,76,68,51,264,1244,4,1251,1248,-3,0,0,,,,,,
2015,2,27,5,B6,316,N329JB,JFK,SYR,1206,1208,2,10,1218,69,61,49,209,1307,2,1315,1309,-6,0,0,,,,,,
2015,2,27,5,B6,2401,N353JB,BUF,JFK,1233,1334,61,10,1344,85,76,61,301,1445,5,1358,1450,52,0,0,,0,0,4,48,0
2015,2,27,5,B6,2402,N306JB,JFK,BUF,1309,1300,-9,23,1323,85,89,64,301,1427,2,1434,1429,-5,0,0,,,,,,
2015,2,27,5,B6,1515,N329JB,SYR,JFK,1351,1343,-8,46,1429,78,108,57,209,1526,5,1509,1531,22,0,0,,22,0,0,0,0
2015,2,27,5,B6,286,N198JB,JFK,ROC,1429,1424,-5,12,1436,84,75,54,264,1530,9,1553,1539,-14,0,0,,,,,,
2015,2,27,5,B6,2601,N306JB,BUF,JFK,1510,1500,-10,12,1512,88,76,57,301,1609,7,1638,1616,-22,0,0,,,,,,
2015,2,27,5,B6,2302,N296JB,JFK,BUF,1630,1643,13,12,1655,89,78,63,301,1758,3,1759,1801,2,0,0,,,,,,
2015,2,27,5,B6,585,N198JB,ROC,JFK,1635,1626,-9,10,1636,85,68,52,264,1728,6,1800,1734,-26,0,0,,,,,,
2015,2,27,5,EV,5459,N754EV,LGA,BUF,1647,1650,3,23,1713,97,78,52,292,1805,3,1824,1808,-16,0,0,,,,,,
2015,2,27,5,B6,2202,N198JB,JFK,BUF,1840,1835,-5,28,1903,89,89,58,301,2001,3,2009,2004,-5,0,0,,,,,,
2015,2,27,5,B6,2701,N296JB,BUF,JFK,1840,1832,-8,13,1845,92,88,62,301,1947,13,2012,2000,-12,0,0,,,,,,
2015,2,27,5,EV,5104,N754EV,BUF,LGA,1859,1857,-2,34,1931,91,102,59,292,2030,9,2030,2039,9,0,0,,,,,,
2015,2,27,5,EV,5515,N761ND,LGA,ROC,1925,1921,-4,34,1955,91,93,50,254,2045,9,2056,2054,-2,0,0,,,,,,
2015,2,27,5,B6,1001,N198JB,BUF,JFK,2045,2034,-11,10,2044,84,79,64,301,2148,5,2209,2153,-16,0,0,,,,,,
2015,2,27,5,B6,702,N274JB,JFK,BUF,2136,2129,-7,32,2201,86,103,66,301,2307,5,2302,2312,10,0,0,,,,,,
2015,2,27,5,B6,486,N304JB,JFK,ROC,2229,2308,39,19,2327,78,81,54,264,21,8,2347,29,42,0,0,,3,0,1,38,0
2015,2,27,5,B6,1816,N306JB,JFK,SYR,2229,2224,-5,16,2240,69,65,47,209,2327,2,2338,2329,-9,0,0,,,,,,
2015,2,27,5,B6,2002,N353JB,JFK,BUF,2259,2258,-1,27,2325,83,95,65,301,30,3,22,33,11,0,0,,,,,,
2015,2,28,6,B6,2001,N353JB,BUF,JFK,535,529,-6,17,546,88,76,53,301,639,6,703,645,-18,0,0,,,,,,
2015,2,28,6,B6,115,N306JB,SYR,JFK,550,542,-8,20,602,83,80,48,209,650,12,713,702,-11,0,0,,,,,,
2015,2,28,6,B6,185,N304JB,ROC,JFK,600,550,-10,13,603,85,80,52,264,655,15,725,710,-15,0,0,,,,,,
2015,2,28,6,B6,2702,N570JB,JFK,BUF,645,643,-2,21,704,88,80,55,301,759,4,813,803,-10,0,0,,,,,,
2015,2,28,6,B6,2101,N239JB,BUF,JFK,702,702,0,20,722,92,82,53,301,815,9,834,824,-10,0,0,,,,,,
2015,2,28,6,B6,2301,N570JB,BUF,JFK,855,851,-4,10,901,82,77,58,301,959,9,1017,1008,-9,0,0,,,,,,
2015,2,28,6,B6,586,N198JB,JFK,ROC,920,934,14,44,1018,84,109,53,264,1111,12,1044,1123,39,0,0,,25,0,14,0,0
2015,2,28,6,EV,4988,N761ND,ROC,LGA,920,913,-7,34,947,84,94,51,254,1038,9,1044,1047,3,0,0,,,,,,
2015,2,28,6,B6,116,N197JB,JFK,SYR,936,941,5,55,1036,72,104,47,209,1123,2,1048,1125,37,0,0,,32,0,5,0,0
2015,2,28,6,B6,2602,N296JB,JFK,BUF,1035,1031,-4,35,1106,82,96,59,301,1205,2,1157,1207,10,0,0,,,,,,
2015,2,28,6,B6,315,N197JB,SYR,JFK,1124,1203,39,11,1214,69,60,44,209,1258,5,1233,1303,30,0,0,,0,0,6,24,0
2015,2,28,6,B6,285,N198JB,ROC,JFK,1125,1204,39,9,1213,77,61,48,264,1301,4,1242,1305,23,0,0,,0,0,6,17,0
2015,2,28,6,B6,316,N353JB,JFK,SYR,1206,1212,6,13,1225,69,65,49,209,1314,3,1315,1317,2,0,0,,,,,,
2015,2,28,6,B6,2401,N296JB,BUF,JFK,1233,1247,14,11,1258,85,75,60,301,1358,4,1358,1402,4,0,0,,,,,,
2015,2,28,6,B6,1515,N353JB,SYR,JFK,1351,1352,1,8,1400,78,54,41,209,1441,5,1509,1446,-23,0,0,,,,,,
2015,2,28,6,B6,2302,N239JB,JFK,BUF,1630,1707,37,16,1723,89,81,61,301,1824,4,1759,1828,29,0,0,,0,0,0,29,0
2015,2,28,6,B6,2202,N179JB,JFK,BUF,1840,1844,4,13,1857,89,76,60,301,1957,3,2009,2000,-9,0,0,,,,,,
2015,2,28,6,B6,2701,N239JB,BUF,JFK,1840,1906,26,11,1917,92,84,63,301,2020,10,2012,2030,18,0,0,,0,0,6,12,0
2015,2,28,6,B6,1001,N179JB,BUF,JFK,2045,2043,-2,9,2052,84,77,59,301,2151,9,2209,2200,-9,0,0,,,,,,
2015,2,28,6,B6,702,N296JB,JFK,BUF,2136,2216,40,14,2230,86,84,63,301,2333,7,2302,2340,38,0,0,,0,0,15,23,0
2015,2,28,6,B6,486,N294JB,JFK,ROC,2229,2240,11,14,2254,78,78,57,264,2351,7,2347,2358,11,0,0,,,,,,
2015,2,28,6,B6,1816,N354JB,JFK,SYR,2229,2244,15,22,2306,69,68,44,209,2350,2,2338,2352,14,0,0,,,,,,
2015,2,28,6,B6,2002,N353JB,JFK,BUF,2259,2255,-4,14,2309,83,75,58,301,7,3,22,10,-12,0,0,,,,,,
2015,3,1,7,B6,2001,N266JB,BUF,JFK,536,530,-6,23,553,84,81,51,301,644,7,700,651,-9,0,0,,,,,,
2015,3,1,7,B6,115,N354JB,SYR,JFK,550,535,-15,8,543,80,66,44,209,627,14,710,641,-29,0,0,,,,,,
2015,3,1,7,B6,185,N294JB,ROC,JFK,607,553,-14,10,603,83,71,52,264,655,9,730,704,-26,0,0,,,,,,
